"Taxa","weight","B11","Na23","Mg25","Al27","P31","S34","K39","Ca43","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","As75","Se82","Rb85","Sr88","Mo98","Cd111"
"B77",2.81789566563852,2.92615151497392,1.25788771375431,1.87158618105334,2.27125392613919,2.38240939602824,1.75629306690267,3.57522773143476,2.39346811444213,1.64618575294661,3.49837612893963,2.63242537323067,3.09762247600434,3.01840687326661,2.76929549113703,3.4645632570838,2.224821949664,4.2158109264374,1.97576916017022,3.8626173415643,4.49501063548851
"B79",2.43068914127424,3.54927946020171,3.24247623875937,3.54353133384896,3.17131969407057,2.03068622963171,2.7066677349196,2.29837320619646,3.72075508324495,2.83534470384378,2.29440281569802,2.58005752863791,2.32689610277767,3.40592798926151,2.63658317572912,4.59224897596113,4.9380572095091,3.13607475643143,4.67912795968129,3.1512833587089,2.50695808089206
"B84",2.99173212600149,3.62117586588767,1.68077213030099,1.65641832127977,3.0879576357501,1.48225659990522,2.55174160190726,2.77175790535755,1.85983379719494,2.87632787966166,2.59357030852291,2.81104855291342,2.77710281940589,0.748620943026149,2.51003336827043,3.87834764378758,3.17324912649266,2.95914856778166,2.13068761185994,2.79086478310561,3.99797495034591
"B97",2.82612393266277,2.39227251412575,2.74691381878149,2.44574531006563,1.14710232944287,1.68802092990232,1.29937385096957,1.33952381323569,2.78781550660054,2.50224623827491,2.76573218176519,2.88800562938191,2.90120736069592,3.30989158254081,2.84472625101607,3.51989634292115,3.53652420752052,2.56284639385939,3.10316679787103,2.86107297686771,2.72469660603073
"C103",2.9660321234764,2.46788898337939,0.0257803536230493,2.3870085274593,0.529208583982976,3.97918800688395,2.24812248703363,2.82922724544781,2.46085815980006,2.65266748532963,3.13005854926626,4.09585219002256,1.65347874827438,3.68998940154062,2.56536234739122,3.97948195166898,5.069257393188,2.09446166891516,1.63041452480058,3.22422585151104,4.76641710078636
"C123",2.00205686737405,2.6661852503489,3.67431554444229,0.001,3.26236846887953,2.21174182632411,1.94400345620562,4.22610351601551,2.35457875801686,0.0281990992871651,1.71660794375514,3.71954375411653,3.37287364100363,2.79619457645723,1.55193751912423,4.4784778455466,3.02460718056939,3.36275707482495,3.83464677397104,2.53941495572032,5.2637448268251
"C49A",1.30678607972604,4.03238401655731,4.20239959929137,4.33350434026795,1.8153801838518,4.60989109804737,4.77170760571584,4.14120886557118,1.57300795033234,3.33817229936868,5.29664794354506,3.42945606804576,4.45687694064818,4.07360646813188,4.45378703558132,5.05915163468387,4.01343282823493,2.82685192810332,2.81803061325564,3.28418471201641,4.41986970631002
"CH701-30",2.91378282538244,3.76912078639672,2.1391656812057,5.04710109347317,2.21249655285912,4.18174239562381,3.09635107035056,2.52546002421016,2.43905118667691,4.00124176389286,3.94997525500109,2.61648643842435,4.12329681499415,2.70292456847113,4.65565658382076,3.01082851693275,2.72540153402555,2.23520843517312,2.50712403003529,4.34785126105881,2.66104949024056
"CI.7",3.05533824968101,3.38850122958891,0.60508989920687,3.91319202218849,2.31146922309161,2.16184876175419,2.56724563935194,1.91473573132838,2.13487770053253,4.95601355538574,2.83382714607823,2.5350595761761,4.03905791443547,3.00944622843144,2.92281184785333,3.35076232708731,4.01088823854397,2.95867918353046,2.60721259077137,1.69395971860471,2.75626932876931
"CI187-2",2.10439075385036,1.71644916992983,2.66025336834498,3.87704907026423,3.00550728183435,1.57625022333474,1.40696925410519,2.13505452998728,1.34477881194776,2.60244961492746,3.82602453384041,2.3793995619285,2.45888427909466,3.84170226557475,3.70410700201957,2.33321723910273,4.39314462555324,3.77070634980164,2.29593938422516,3.13733751159786,3.41224372393931
"CI21E",3.05182257149974,0.635490154461585,1.75998307597678,2.96937242961417,2.26473956412731,1.26029414069622,2.57289300601508,1.06961065208411,1.72975625500605,1.88494643121651,2.80988105660222,2.31448080740906,2.19941145807442,3.50837130963775,3.27649820166056,2.9746559576461,3.71929846872379,3.15493531288846,2.89614954981379,2.17931975684098,2.79620328504455
"CI28A",3.3239874153325,0.439345751196494,0.830476200547012,2.74788815287275,1.41173221536224,2.18603022349154,0.531149477848667,0.711793136599122,0.436533186113014,3.02356496705512,4.43644969569414,0.588532855431319,0.001,2.92513450448348,2.41086831728086,2.64790954838502,3.33721898228467,2.5675846440679,0.463424435989222,1.83295102859159,0.51349809530975
"CI31A",2.43626682396182,1.4239426555216,3.82153170762191,1.90385469769954,2.78975125290035,2.88845006388199,3.09082077197517,2.59608081952047,1.95915428442798,1.69794573780593,4.4907465263534,1.91942034522986,1.60529903089208,3.50923501364747,0.265465786406844,3.6207468805206,3.0148281962745,5.83587029978466,2.12539487296978,3.71442135144804,2.06343880560252
"CI3A",0.716677521900175,1.977023824913,4.52029871025592,1.90319777552353,4.00811433892546,3.14350911078599,4.43515101315138,3.46820986293613,4.16256459139767,1.29625573695515,3.77919756628143,3.50594212939557,2.24861768147631,3.53413785906507,2.96254552972522,5.79321102617623,4.44397448018096,4.76924376229777,4.45387868015883,4.90813002616621,4.04234732328144
"CI64",2.35562743700407,2.32539837375146,1.08518424923336,2.31365277663172,2.2600228584633,2.35863788918407,2.51816447064552,0.991029810463835,0.835794191857626,1.8957122251246,0.225098724912055,2.10967867705473,2.57360741245986,1.09481115845499,1.99826575127108,3.14929072991009,3.13764870443931,3.32546175076397,1.89896878418701,3.51915109980799,2.84153916410996
"CI66",1.87480116781278,1.49619451894089,1.89693580817542,4.32668488439633,3.12226682311859,3.11765450192743,3.59438529713036,2.90784845674527,0.560241616694782,3.20015021634306,4.2615369999657,2.49496010449089,2.62626369536236,2.39440231487322,2.33612293955741,2.1352026360833,3.06876442100424,4.0120289968788,1.64856062716591,2.43817945786505,2.21113373554583
"CI90C",0.922455301110033,1.85492716427288,2.29403676620162,2.0960280242946,3.44329549238637,2.04321674955838,2.96326137565998,2.09014698586069,2.67484977128716,2.69441512791804,2.61953152842932,3.87159412395874,1.944378105177,3.00612792499238,2.85048258090875,5.74684252796928,4.62689294221997,2.3796814027943,3.07952079728234,4.36491177993593,3.97317166109568
"CI91B",0.244648348562456,3.71000725397865,4.88130322901104,2.13235829786975,3.69193975380447,2.94175309582575,2.9590622305513,3.79903289644329,3.01354527153694,2.0560344882455,2.92276437918047,4.25206499296801,2.50348864331323,4.01324021423701,2.25100313823498,4.42467446982503,4.60103475350168,4.82952347395825,3.44479018054114,3.32348132161585,3.91733187245705
"CM105",1.98735422221599,3.59433084712191,0.774001780016684,2.9618039392676,1.84317612295085,2.455765852578,2.64774458874234,1.84370754011239,0.473409365226687,1.83590823007141,2.42280614402682,3.19585056065152,3.04306102240731,2.71504435088783,1.42064193064057,4.55269504838455,3.47875212234188,0.916691879956166,0.751434610705355,4.80260828862794,3.99458599298633
"CM174",2.58646923650622,3.16089869254291,3.62591371497586,3.39519830618201,2.25198413028539,4.27310592942684,3.75567874536264,2.24251514913917,1.02148128281114,3.23637956883979,2.87769219830364,1.71759047490839,2.3541123566919,2.33524185754342,2.35539116346915,3.65390200054594,3.03877485838612,3.15415480573418,2.51998306834599,2.05832377464069,2.63896128510266
"CM37",3.38881020067475,1.7067020177379,1.90174482382165,3.71084661069238,1.73187889892892,3.61381209839586,3.09375031756754,2.33957069060464,1.07268174639596,2.12834443719762,3.48623648313915,1.00343114514056,0.958182991255961,3.96486079284826,3.67614725333158,2.34499700139163,3.1817321701941,0.985389796743064,1.87252630906093,3.94445660848907,0.609156385850974
"CM7",2.3287621254189,1.70547235788482,0.701076600527676,3.28712337505599,1.86902206229322,3.94866031622629,3.34391689297197,3.38920845854485,1.18643158760778,2.23590724184404,3.7469998803333,2.83482661847639,2.77293735367811,3.51401988971577,3.10633368341755,3.46978144351294,3.21722391134802,2.80123711103256,2.53377115650196,3.75769434834366,3.43647813853785
"CML103",2.90709513643763,2.59356429746624,1.54106589706805,2.77728981703969,0.001,2.80391888055888,2.48965949939499,2.59968677789259,2.89074605357811,2.46655948569088,3.47862037232786,2.05867376702152,2.33743016862775,2.87716894132244,3.96603483626058,3.46748468038023,4.9978123475111,4.2060632609992,3.16105403711529,1.14155975962061,2.93865001891179
"CML108",3.2367353932338,1.05391814473597,1.61034313733143,2.87290249097588,1.55842534512543,3.13252549777907,3.16867411410601,3.05450972639067,2.31199643383294,1.289569300575,3.25532524755031,0.908605864642347,1.52990819331994,2.43592166384368,2.63918632623546,3.3033926686147,2.92805754473318,3.90085428797219,3.57601534933024,0.819604940868729,2.57845318451983
"CML11",2.39248280490433,1.37882721283297,1.09692342810714,2.26204371868311,1.37130469838103,0.808106684284773,2.10415011238785,3.81716202343901,2.21840552546204,1.71433891395962,0.766037544188532,2.38411789586912,1.39063882899599,1.52024489130596,0.852071398642637,4.10885899040778,2.91788903414422,4.25721246160712,2.48936994685073,1.8778402035163,2.72523518296145
"CML154Q",1.34972475593995,4.21519547448552,0.553921947328534,4.30521023810863,2.48203940978152,4.21876641592489,3.65213184733714,5.16016993724826,1.35014086292473,1.89166007240559,3.03989569221007,4.07692896251263,6.27050789567304,3.05252849790133,4.09654370514201,5.13472951211051,3.07187965789025,4.71216698923924,0.001,2.86683687086066,3.0675225555074
"CML157Q",2.43470254468117,2.45567224353957,2.94451310281397,2.52981663562009,2.49587618867929,2.02728989716279,2.33466388001971,2.61310141643911,3.1275435516919,2.85881156953415,2.10002095901902,1.98722498508013,1.19852502220577,2.1457729167338,3.06647733599717,4.01069277472193,2.9041904849699,2.56743299633955,3.84446882336344,0.001,3.43344517196965
"CML218",1.45019414792013,3.38698559695759,2.36399075173266,3.47367404814405,0.818310936942008,2.47644322678158,3.96357299178886,2.3649745014098,3.27069780738501,3.16934049984982,4.77015681442503,3.42705086851712,2.04444112351946,1.31196957183979,2.81293896580385,4.85876297301353,5.07573841371473,3.72205550418055,3.67244665024817,2.72900303878467,3.08754715063436
"CML220",3.71323224300188,1.2675255737274,0.746804691521277,3.65202183091098,1.51294605565946,3.29981578238364,1.64045241812169,1.57365826545088,3.04977224588507,0.654497229999435,3.4469780359823,1.43360077064057,1.97123001923742,2.71242467166972,4.846597449213,2.517849513156,2.70686436636567,2.86038171362797,3.31721860046347,2.06825738457873,0.991297127599441
"CML238",2.15911682747203,3.48932131389914,2.69741292023962,3.28745506936091,1.59457833753547,3.78420145800218,4.34192544985723,4.57570729911728,2.80364815071011,1.66757819193364,2.40684878948091,3.00812472722921,0.826675254598565,1.85499005300457,2.42001991993509,3.809041491196,4.80877105483945,4.13501321401002,2.88778516297876,1.83376194353775,3.79976932590704
"CML247",1.85231267805327,2.2211692824227,1.99857935700227,2.80014145461791,2.93560679914601,2.30240209488956,2.37790567038599,4.42134833976796,4.07386910509188,2.57565116083694,1.14929511433929,3.53394763157438,3.44595804454726,3.05026349132189,3.76132403237182,4.67045067597866,3.97357933648616,6.18897224053512,3.64356617511499,2.39410881576596,2.67237487097279
"CML311",0.961254167510494,4.2400270187263,3.48233612679391,2.67182491193125,3.15696635598782,4.19016113010162,3.34396272043576,4.21657918423679,4.34285151775284,2.34139525622696,2.93203530661185,3.28826235797639,3.57377627703838,4.80241268028796,3.70177217607624,5.83243733944591,4.03781854058475,6.4321605811294,4.2048422812258,0.841725902875313,3.28411848075221
"CML314",2.85150396897136,1.48707633034171,1.34269661313623,1.61381794196423,2.90921969272266,2.27250841708319,2.0982278222956,0.395871745387532,1.91613052434402,2.71903211358187,2.34660465104176,2.36717758739584,0.0625220493814954,3.03531405775205,3.24223764525674,2.37705827554688,3.90319589045011,2.60250805612657,2.82923686288047,1.89756815227065,4.40442018745108
"CML322",1.30517044784274,2.94639057762938,2.58968984700288,1.64632223949894,4.80888866725659,2.97992024495385,1.50589510724727,2.19549565719821,3.36740868314132,1.98309513348648,3.64026571417306,2.70648835174792,2.62472514133218,4.28362620614396,2.83833115133975,3.17170472573916,4.19345248819221,3.71689062224742,3.24309900411361,4.51972640351618,3.47301968056284
"CML323",2.19819220788675,2.00429014618246,3.26962883930964,3.99835206227418,3.09335804485228,2.82810377274626,4.50543582941316,3.06228966754079,3.35193985728273,3.24018658727857,4.90632229935873,3.15198426493723,3.26333725311915,1.68863236820403,3.1179788946261,4.30901783144568,3.2238548814686,4.74368910313144,3.73832553289003,1.9532775177985,3.62358791985996
"CML332",1.349997319754,3.04457805289086,3.00125678065739,2.47941995859697,3.3515847318851,3.10948495885577,1.42244714136931,3.7485080761694,3.64566444541703,2.47568342657225,4.12221688010226,3.40046320493384,2.0452816635049,2.5471553977992,3.55268571364441,2.0695782314885,4.6452462304574,3.03723321276905,4.56803658123207,3.91640917471971,2.92436757802385
"CML333",2.49261642986719,2.83265370221356,2.44907786205098,3.19188321709649,2.7652401829434,3.08368472255892,3.27302106121789,3.6021344175928,2.79939532367841,2.0469984267105,4.97597630005126,2.34169212237982,3.46072817211677,4.22519380392595,4.96452364899737,3.92036880730382,2.88309605909063,4.90336609192643,4.22326589583693,2.79240327622161,3.48350817948011
"CML91",2.7060852488736,2.40337569654517,2.82898137738968,3.14748096004683,2.18037477546604,1.59026996304359,2.98763952328531,2.67573944369658,1.84020320130679,2.26832744592355,2.27785310827259,3.12995076492456,1.63920481969366,1.89263856313914,2.97259839868209,3.85933745636117,3.79353732577152,3.29805854540863,2.47400594515336,1.14244407010976,4.28917113554511
"CML92",2.67400962321979,1.28822852366091,2.7563194684,0.812415995646031,2.23956074838694,2.5506759264754,3.58792543259921,4.12163221761432,2.93503624436723,1.23703499533061,3.2002430230484,2.44826844841851,1.79020982120721,2.07072568106289,2.27229517884541,4.04090746341419,3.46695649087896,2.33621947389672,3.63890453143851,2.19573271172702,2.28154502667775
"CMV3",1.62635727620306,3.97431380050072,3.59067595528,3.1491620358476,2.55660607384245,4.24890175059291,3.62781235086396,4.41828726725228,1.51637101799063,2.32407705873766,4.43797385766621,2.92971531580491,2.52364159036287,2.64675973016668,3.00473077618295,4.91574052013531,4.16301596948739,2.19317617828256,2.7077370711166,3.08497249641176,3.66825597620437
"CO106",2.63261152508531,2.62607917423996,3.04264313920083,3.59883962232597,3.19168280179556,2.06455918998041,4.64450843358861,1.50033916373782,3.26806842226053,2.39002423251567,2.80765808416456,2.06909473623067,1.54472968733783,4.04045203683584,4.54983201157563,3.95408727998013,3.83277089090172,1.87188831791226,4.37858416869435,3.06854711215975,3.30672417285373
"CO125",0.265627861844154,1.52944354632494,2.67719223011091,3.96128423670175,3.80135566186061,4.913569155528,3.35742101864331,3.15322706501254,2.89093458888151,2.11244654824793,3.49289765695563,3.34220572472719,1.75495301410965,4.21739497094731,2.90217574564441,4.73515950644823,4.48350966873294,1.42495602142449,3.2258770498115,3.9293346377547,3.76250599742833
"CO255",1.41709147021336,2.6613564077436,1.8913814750319,3.47891836083896,3.78524621887153,3.45499088974286,2.74052766174095,2.33400858227382,2.9113692025948,3.559077247997,4.4382787682787,4.4543820042673,2.70574350968474,3.20431071606104,2.63902835852994,4.35507003533181,1.64569367429795,1.4928209849657,3.44815228237397,5.48004597282375,0.718209649213691
"DE_2",2.45435874089464,4.0270178940911,2.7784877177738,1.00306100330282,2.40033177753218,2.23464532224618,1.18730023116418,3.62486617068568,4.17349413748039,1.60689627873649,2.55091683666693,3.79134991189703,2.24319533942522,3.29083286929946,2.10150862939346,3.0127919125376,4.2157778119004,2.62997740587789,4.64643014841258,2.10694324211151,3.73661295594109
